head,head_label,relation,tail,tail_label,description,chunk_id
通电检查,DiagnosticMethod,DIAGNOSED_BY,万用表,Equipment,通电检查使用万用表,船舶电气设备维护及检测::chunk_62
通电检查,DiagnosticMethod,DIAGNOSED_BY,校验灯,Equipment,通电检查也可使用校验灯,船舶电气设备维护及检测::chunk_62
通电检查,DiagnosticMethod,HAS_SAFETY_NOTE,电压表的量程必须大于所测电路的实际电压,SafetyNote,通电检查的安全注意事项,船舶电气设备维护及检测::chunk_62
通电检查,DiagnosticMethod,HAS_SAFETY_NOTE,防止测量过程中发生短路和人体触电,SafetyNote,通电检查的安全注意事项,船舶电气设备维护及检测::chunk_62
通电检查,DiagnosticMethod,HAS_PARAMETER,万用表的电压挡,Parameter,通电检查应使用电压挡,船舶电气设备维护及检测::chunk_62
万用表的电压挡,Parameter,RELATED_TO,交流电压挡,Parameter,电压挡包含交流电压挡,船舶电气设备维护及检测::chunk_62
断电检查,DiagnosticMethod,DIAGNOSED_BY,万用表,Equipment,断电检查使用万用表,船舶电气设备维护及检测::chunk_62
断电检查,DiagnosticMethod,HAS_PARAMETER,欧姆挡（R×1Ω）,Parameter,断电检查使用欧姆挡,船舶电气设备维护及检测::chunk_62
控制线路,System,HAS_COMPONENT,熔断器,Component,控制线路包含熔断器,船舶电气设备维护及检测::chunk_62
控制线路,System,HAS_COMPONENT,接触器线圈KM,Component,控制线路包含接触器线圈,船舶电气设备维护及检测::chunk_62
控制线路,System,HAS_COMPONENT,启动按钮SBT1,Component,控制线路包含启动按钮,船舶电气设备维护及检测::chunk_62
控制线路,System,HAS_COMPONENT,停止按钮SBT2,Component,控制线路包含停止按钮,船舶电气设备维护及检测::chunk_62
断路故障,FaultPhenomenon,CAUSED_BY,螺钉松动,FaultCause,螺钉松动可导致断路,船舶电气设备维护及检测::chunk_62
断路故障,FaultPhenomenon,CAUSED_BY,接点接触不良,FaultPhenomenon,触点接触不良可导致断路,船舶电气设备维护及检测::chunk_62
断路故障,FaultPhenomenon,CAUSED_BY,线圈或绕组引出线断路,FaultPhenomenon,线圈引线断路可导致断路,船舶电气设备维护及检测::chunk_62
断电检查,DiagnosticMethod,HAS_COMPONENT,电源开关QS,Component,断电检查需操作电源开关,船舶电气设备维护及检测::chunk_62
摩擦片间隙,Parameter,CAUSED_BY,受力不均,FaultCause,间隙不均匀导致受力不均,船舶电气设备维护及检测::chunk_67
受力不均,FaultCause,CAUSED_BY,变形,FaultPhenomenon,受力不均导致变形,船舶电气设备维护及检测::chunk_67
变形,FaultPhenomenon,REPAIRED_BY,重新安装刹车盘,RepairMethod,通过重新安装刹车盘修复变形,船舶电气设备维护及检测::chunk_67
重载时刹不住车,FaultPhenomenon,CAUSED_BY,弹簧力不强或断裂,FaultCause,弹簧问题导致刹不住车,船舶电气设备维护及检测::chunk_67
重载时刹不住车,FaultPhenomenon,CAUSED_BY,摩擦片太光滑,FaultCause,摩擦片光滑导致刹不住车,船舶电气设备维护及检测::chunk_67
重载时刹不住车,FaultPhenomenon,CAUSED_BY,间隙过大,FaultCause,间隙过大导致刹不住车,船舶电气设备维护及检测::chunk_67
负荷试验,DiagnosticMethod,HAS_PARAMETER,额定负荷,Parameter,负荷试验在额定负荷下进行,船舶电气设备维护及检测::chunk_67
负荷试验,DiagnosticMethod,HAS_PARAMETER,滑程,Parameter,负荷试验需检查滑程,船舶电气设备维护及检测::chunk_67
恒功率调速,System,HAS_COMPONENT,负载继电器,Component,恒功率调速系统包含负载继电器,船舶电气设备维护及检测::chunk_67
ZJ,Component,BELONGS_TO,负载继电器,Component,ZJ是负载继电器的代号,船舶电气设备维护及检测::chunk_67
负荷试验,DiagnosticMethod,HAS_PARAMETER,热态绝缘电阻,Parameter,负荷试验中需要测量记录热态绝缘电阻,船舶电气设备维护及检测::chunk_68
负荷试验,DiagnosticMethod,HAS_PARAMETER,额定负荷的110％,Parameter,负荷试验后需在110%额定负荷下运行,船舶电气设备维护及检测::chunk_68
负荷试验,DiagnosticMethod,DIAGNOSED_BY,电动机,Component,负荷试验中需检查电动机工作情况,船舶电气设备维护及检测::chunk_68
负荷试验,DiagnosticMethod,DIAGNOSED_BY,电磁制动器,Component,负荷试验中需检查电磁制动器工作情况,船舶电气设备维护及检测::chunk_68
负荷试验,DiagnosticMethod,DIAGNOSED_BY,变形,FaultPhenomenon,负荷试验中需观察系统机械有无变形,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_COMPONENT,鼓形控制器,Component,系统一般使用鼓形控制器进行控制,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_COMPONENT,凸轮控制器,Component,系统一般使用凸轮控制器进行控制,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_COMPONENT,自动逐级启动,System,系统控制电路应具有自动逐级启动功能,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_FAULT,电动机堵转,FaultPhenomenon,系统控制电路应能满足电动机堵转要求,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_COMPONENT,再生制动,System,系统控制电路应能完成再生制动功能,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_COMPONENT,能耗制动,System,系统控制电路应能完成能耗制动功能,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_SAFETY_NOTE,短路保护,SafetyNote,系统控制电路应具有短路保护功能,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_SAFETY_NOTE,失压保护,SafetyNote,系统控制电路应具有失压保护功能,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_SAFETY_NOTE,过载保护,SafetyNote,系统控制电路应具有过载保护功能,船舶电气设备维护及检测::chunk_68
锚机、绞缆机电气拖动控制系统,System,HAS_COMPONENT,电气和机械联合制动,System,系统控制电路应能完成电气和机械联合制动,船舶电气设备维护及检测::chunk_68
锚机电动机温升过高,FaultPhenomenon,CAUSED_BY,工作条件恶劣,FaultCause,工作条件恶劣是电动机温升过高的主要原因之一,船舶电气设备维护及检测::chunk_68
锚机电动机温升过高,FaultPhenomenon,CAUSED_BY,操作频繁,FaultCause,操作频繁是电动机温升过高的主要原因之一,船舶电气设备维护及检测::chunk_68
锚机电动机温升过高,FaultPhenomenon,CAUSED_BY,启动电流大,FaultCause,启动电流大是电动机温升过高的主要原因之一,船舶电气设备维护及检测::chunk_68
锚机电动机温升过高,FaultPhenomenon,CAUSED_BY,高速制动,FaultCause,高速制动是电动机温升过高的主要原因之一,船舶电气设备维护及检测::chunk_68
锚机电动机温升过高,FaultPhenomenon,REPAIRED_BY,热继电器1RJ、2RJ,Component,热继电器1RJ、2RJ动作可保护电动机,船舶电气设备维护及检测::chunk_68
锚机电动机温升过高,FaultPhenomenon,REPAIRED_BY,紧急开关AN,Component,按下紧急开关AN可以强制起锚以应急,船舶电气设备维护及检测::chunk_68
系统高速上不去,FaultPhenomenon,CAUSED_BY,过电流继电器GLJ误动作,FaultCause,过电流继电器GLJ误动作常导致此故障,船舶电气设备维护及检测::chunk_68
系统高速上不去,FaultPhenomenon,CAUSED_BY,主令控制器触头接触不良,FaultCause,主令控制器触头接触不良可导致此故障,船舶电气设备维护及检测::chunk_68
系统高速上不去,FaultPhenomenon,CAUSED_BY,继电接触器的触头接触不良,FaultCause,继电接触器的触头接触不良可导致此故障,船舶电气设备维护及检测::chunk_68
系统高速上不去,FaultPhenomenon,CAUSED_BY,时间继电器2SJ延时时间整定过短,FaultCause,2SJ延时过短导致过流保护过早介入,船舶电气设备维护及检测::chunk_68
电磁制动器失灵,FaultPhenomenon,HAS_FAULT,启动后又立即抱闸,FaultPhenomenon,启动后又立即抱闸是电磁制动器失灵的一种表现,船舶电气设备维护及检测::chunk_68
启动后又立即抱闸,FaultPhenomenon,CAUSED_BY,电磁制动器线圈回路发生断路,FaultCause,线圈回路断路导致启动后又立即抱闸,船舶电气设备维护及检测::chunk_68
电磁制动器线圈回路发生断路,FaultCause,CAUSED_BY,经济电阻烧断,FaultCause,应检查经济电阻是否烧断,船舶电气设备维护及检测::chunk_68
电磁制动器线圈回路发生断路,FaultCause,CAUSED_BY,线路接触器触头接触不良,FaultCause,应检查接触器的触头是否接触不良,船舶电气设备维护及检测::chunk_68
电磁制动器失灵,FaultPhenomenon,HAS_FAULT,ZDC吸合，刹车还打不开,FaultPhenomenon,ZDC吸合但刹车打不开是电磁制动器失灵的另一种表现,船舶电气设备维护及检测::chunk_68
ZDC吸合，刹车还打不开,FaultPhenomenon,DIAGNOSED_BY,时间继电器3SJ是否正常动作,DiagnosticMethod,应检查时间继电器3SJ是否正常动作,船舶电气设备维护及检测::chunk_68
ZDC吸合，刹车还打不开,FaultPhenomenon,CAUSED_BY,机械传动装置损坏,FaultCause,若3SJ正常，应检查机械传动装置是否损坏,船舶电气设备维护及检测::chunk_68
空载试验,DiagnosticMethod,HAS_COMPONENT,失压保护继电器,Component,空载试验需先粗略整定失压保护继电器,船舶电气设备维护及检测::chunk_68
空载试验,DiagnosticMethod,HAS_COMPONENT,过流继电器,Component,空载试验需先粗略整定过流继电器,船舶电气设备维护及检测::chunk_68
空载试验,DiagnosticMethod,HAS_COMPONENT,零压继电器,Component,空载试验中观察零压继电器动作,船舶电气设备维护及检测::chunk_69
空载试验,DiagnosticMethod,HAS_COMPONENT,三个时间继电器,Component,空载试验中观察三个时间继电器动作,船舶电气设备维护及检测::chunk_69
空载试验,DiagnosticMethod,HAS_COMPONENT,齿轮箱,Component,空载试验中检查齿轮箱声音,船舶电气设备维护及检测::chunk_69
空载试验,DiagnosticMethod,HAS_COMPONENT,轴承,Component,空载试验中检查轴承声音,船舶电气设备维护及检测::chunk_69
空载试验,DiagnosticMethod,HAS_COMPONENT,锚机机械,Component,空载试验中检查锚机机械,船舶电气设备维护及检测::chunk_69
空载试验,DiagnosticMethod,HAS_PARAMETER,绝缘电阻,Parameter,空载试验后测量绝缘电阻,船舶电气设备维护及检测::chunk_69
负载试验,DiagnosticMethod,HAS_COMPONENT,起锚,System,负载试验中进行起锚操作,船舶电气设备维护及检测::chunk_69
负载试验,DiagnosticMethod,HAS_COMPONENT,抛锚,System,负载试验中进行抛锚操作,船舶电气设备维护及检测::chunk_69
负载试验,DiagnosticMethod,HAS_FAULT,异常声响,FaultPhenomenon,负载试验中观察有无异常声响,船舶电气设备维护及检测::chunk_69
负载试验,DiagnosticMethod,HAS_FAULT,振动,FaultPhenomenon,负载试验中观察有无振动,船舶电气设备维护及检测::chunk_69
航行抛、起锚试验,DiagnosticMethod,HAS_PARAMETER,航向误差,Parameter,航行抛、起锚试验涉及航向误差,船舶电气设备维护及检测::chunk_69
航行抛、起锚试验,DiagnosticMethod,HAS_SAFETY_NOTE,《钢质海船入级规范》,SafetyNote,航行抛、起锚试验应符合钢质海船入级规范,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,主配电板,Component,舵机由主配电板供电,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,两路分离较远的馈电线,Component,舵机使用两路分离较远的馈电线供电,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,应急配电板,Component,舵机一路馈电线与应急配电板相连,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,驾驶室内操舵装置,Component,舵机与驾驶室内操舵装置使用同一电源,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,电一液压系统,System,舵机采用电一液压系统,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,电动油泵机组,Component,舵机使用电动油泵机组,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,拖动舵机的电动机,Component,舵机由电动机拖动,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,舵机舱,Component,舵机舱可控制电动机,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,驾驶室,Component,驾驶室可控制电动机,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,机舱集中控制室,Component,机舱集中控制室可控制电动机,船舶电气设备维护及检测::chunk_69
舵机,Equipment,HAS_COMPONENT,操纵转换装置,Component,舵机有操纵转换装置,船舶电气设备维护及检测::chunk_69
电动液压舵机,Equipment,HAS_COMPONENT,自动操舵仪,Component,电动液压舵机装有自动操舵仪,船舶电气设备维护及检测::chunk_69
自动操舵仪,Component,HAS_PARAMETER,航向误差,Parameter,自动操舵仪对航向误差进行调节,船舶电气设备维护及检测::chunk_69
自动操舵仪,Component,RELATED_TO,比例、比例一微分、比例-微分一积分调节,System,自动操舵仪按照比例、比例一微分、比例-微分一积分调节航向误差,船舶电气设备维护及检测::chunk_69
电一液压系统,System,HAS_COMPONENT,冷备旁待方案,System,电一液压系统采用冷备旁待方案,船舶电气设备维护及检测::chunk_69
电动油泵机组,Component,BELONGS_TO,冷备旁待方案,System,电动油泵机组采用冷备旁待方案,船舶电气设备维护及检测::chunk_69
电一液压系统,System,HAS_COMPONENT,电动油泵机组,Component,电-液压系统包含电动油泵机组,船舶电气设备维护及检测::chunk_70
拖动舵机的电动机,Component,BELONGS_TO,舵机舱,Component,电动机可在舵机舱控制,船舶电气设备维护及检测::chunk_70
拖动舵机的电动机,Component,BELONGS_TO,驾驶室,Component,电动机可在驾驶室控制,船舶电气设备维护及检测::chunk_70
拖动舵机的电动机,Component,BELONGS_TO,机舱集中控制室,Component,电动机可在机舱集中控制室控制,船舶电气设备维护及检测::chunk_70
拖动舵机的电动机,Component,HAS_COMPONENT,操纵转换装置,Component,电动机配有操纵转换装置,船舶电气设备维护及检测::chunk_70
舵机,Equipment,HAS_COMPONENT,舵叶偏转限位开关,Component,舵机设有舵叶偏转限位开关,船舶电气设备维护及检测::chunk_70
舵机,Equipment,HAS_COMPONENT,电源失压报警,Component,舵机设有电源失压报警,船舶电气设备维护及检测::chunk_70
舵机,Equipment,HAS_COMPONENT,过载声光报警,Component,舵机设有过载声光报警,船舶电气设备维护及检测::chunk_70
操舵台,Component,HAS_COMPONENT,控制开关,Component,操舵台上有控制开关,船舶电气设备维护及检测::chunk_70
操舵台,Component,HAS_COMPONENT,按钮,Component,操舵台上有按钮,船舶电气设备维护及检测::chunk_70
操舵台,Component,HAS_COMPONENT,指示灯,Component,操舵台上有指示灯,船舶电气设备维护及检测::chunk_70
操舵台,Component,HAS_COMPONENT,失压报警,Component,操舵台上有失压报警装置,船舶电气设备维护及检测::chunk_70
操舵台,Component,HAS_COMPONENT,过载报警,Component,操舵台上有过载报警装置,船舶电气设备维护及检测::chunk_70
操舵台,Component,HAS_COMPONENT,声光信号,Component,操舵台上有声光信号装置,船舶电气设备维护及检测::chunk_70
自动舵,System,HAS_FAULT,跑舵,FaultPhenomenon,自动舵不应有跑舵现象,船舶电气设备维护及检测::chunk_70
自动舵,System,HAS_FAULT,冲舵,FaultPhenomenon,自动舵不应有冲舵现象,船舶电气设备维护及检测::chunk_70
自动舵,System,HAS_FAULT,不回舵,FaultPhenomenon,自动舵不应有不回舵现象,船舶电气设备维护及检测::chunk_70
自动舵,System,HAS_FAULT,振荡,FaultPhenomenon,自动舵不应有振荡现象,船舶电气设备维护及检测::chunk_70
电动舵机系统,System,HAS_FAULT,跑舵,FaultPhenomenon,电动舵机系统不应有跑舵现象,船舶电气设备维护及检测::chunk_70
电动舵机系统,System,HAS_FAULT,冲舵,FaultPhenomenon,电动舵机系统不应有冲舵现象,船舶电气设备维护及检测::chunk_70
电动舵机系统,System,HAS_FAULT,不回舵,FaultPhenomenon,电动舵机系统不应有不回舵现象,船舶电气设备维护及检测::chunk_70
电动舵机系统,System,HAS_FAULT,振荡,FaultPhenomenon,电动舵机系统不应有振荡现象,船舶电气设备维护及检测::chunk_70
操舵仪,Component,HAS_PARAMETER,舵叶实际位置,Parameter,操舵仪指示舵叶实际位置,船舶电气设备维护及检测::chunk_70
舵角指示器,Component,HAS_PARAMETER,舵叶实际位置,Parameter,舵角指示器指示舵叶实际位置,船舶电气设备维护及检测::chunk_70
自动舵操纵台,Component,HAS_COMPONENT,主操舵仪传动部分,Component,维护内容,船舶电气设备维护及检测::chunk_71
主操舵仪传动部分,Component,HAS_COMPONENT,齿轮,Component,传动部分,船舶电气设备维护及检测::chunk_71
主操舵仪传动部分,Component,HAS_COMPONENT,微型轴承,Component,传动部分,船舶电气设备维护及检测::chunk_71
随动控制系统,System,HAS_COMPONENT,AEG 式舵机,Equipment,检查对象,船舶电气设备维护及检测::chunk_71
AEG 式舵机,Equipment,HAS_COMPONENT,发讯器,Component,检查部件,船舶电气设备维护及检测::chunk_71
AEG 式舵机,Equipment,HAS_COMPONENT,受讯器,Component,检查部件,船舶电气设备维护及检测::chunk_71
发讯器,Component,HAS_COMPONENT,电阻,Component,检查内容,船舶电气设备维护及检测::chunk_71
发讯器,Component,HAS_COMPONENT,电刷,Component,检查内容,船舶电气设备维护及检测::chunk_71
发讯器,Component,HAS_COMPONENT,导电环,Component,检查内容,船舶电气设备维护及检测::chunk_71
受讯器,Component,HAS_COMPONENT,电阻,Component,检查内容,船舶电气设备维护及检测::chunk_71
受讯器,Component,HAS_COMPONENT,电刷,Component,检查内容,船舶电气设备维护及检测::chunk_71
受讯器,Component,HAS_COMPONENT,导电环,Component,检查内容,船舶电气设备维护及检测::chunk_71
随动控制系统,System,HAS_COMPONENT,滑环式舵机,Equipment,检查对象,船舶电气设备维护及检测::chunk_71
滑环式舵机,Equipment,HAS_COMPONENT,滑环,Component,检查部件,船舶电气设备维护及检测::chunk_71
滑环式舵机,Equipment,HAS_COMPONENT,导电滚轮,Component,检查部件,船舶电气设备维护及检测::chunk_71
随动控制系统,System,HAS_COMPONENT,手柄式舵机,Equipment,检查对象,船舶电气设备维护及检测::chunk_71
手柄式舵机,Equipment,HAS_COMPONENT,复位触点,Component,检查部件,船舶电气设备维护及检测::chunk_71
手柄式舵机,Equipment,HAS_COMPONENT,反馈装置,Component,检查部件,船舶电气设备维护及检测::chunk_71
随动控制系统,System,HAS_COMPONENT,连杆,Component,机件,船舶电气设备维护及检测::chunk_71
随动控制系统,System,HAS_COMPONENT,弹簧,Component,机件,船舶电气设备维护及检测::chunk_71
执行装置,Component,HAS_COMPONENT,集电环,Component,检查部件,船舶电气设备维护及检测::chunk_71
执行装置,Component,HAS_COMPONENT,机械制动,Component,检查部件,船舶电气设备维护及检测::chunk_71
机械制动,Component,HAS_COMPONENT,刹车片,Component,部件,船舶电气设备维护及检测::chunk_71
执行装置,Component,HAS_COMPONENT,执行电磁阀,Component,检查对象,船舶电气设备维护及检测::chunk_71
执行电磁阀,Component,HAS_COMPONENT,衔铁,Component,活动部分,船舶电气设备维护及检测::chunk_71
执行电磁阀,Component,HAS_COMPONENT,电磁阀线圈,Component,部件,船舶电气设备维护及检测::chunk_71
舵角指示器,Component,HAS_COMPONENT,内部轴承,Component,部件,船舶电气设备维护及检测::chunk_71
舵角指示器,Component,HAS_COMPONENT,调光电阻,Component,部件,船舶电气设备维护及检测::chunk_71
电动液压舵机,Equipment,HAS_COMPONENT,油泵电动机,Component,维护对象,船舶电气设备维护及检测::chunk_71
电动液压舵机,Equipment,HAS_COMPONENT,两台机组,Component,维护对象,船舶电气设备维护及检测::chunk_71
电动液压舵机,Equipment,HAS_COMPONENT,启动箱,Component,维护对象,船舶电气设备维护及检测::chunk_71
电动液压舵机,Equipment,HAS_COMPONENT,连接件,Component,检查对象,船舶电气设备维护及检测::chunk_71
电动液压舵机,Equipment,HAS_COMPONENT,双通道系统,System,系统,船舶电气设备维护及检测::chunk_71
双通道系统,System,HAS_COMPONENT,印刷电路板,Component,部件,船舶电气设备维护及检测::chunk_71
自动舵,System,HAS_FAULT,不工作,FaultPhenomenon,一般故障,船舶电气设备维护及检测::chunk_71
自动舵,System,HAS_FAULT,不灵敏,FaultPhenomenon,一般故障,船舶电气设备维护及检测::chunk_71
自动舵,System,HAS_FAULT,不稳定,FaultPhenomenon,一般故障,船舶电气设备维护及检测::chunk_71
自动舵,System,HAS_FAULT,不准确,FaultPhenomenon,一般故障,船舶电气设备维护及检测::chunk_71
不工作,FaultPhenomenon,CAUSED_BY,电源开路,FaultCause,故障原因,船舶电气设备维护及检测::chunk_71
不工作,FaultPhenomenon,CAUSED_BY,熔断器烧断,FaultCause,故障原因,船舶电气设备维护及检测::chunk_71
不工作,FaultPhenomenon,CAUSED_BY,短线（断路）,FaultCause,故障原因,船舶电气设备维护及检测::chunk_71
不工作,FaultPhenomenon,CAUSED_BY,短路,FaultCause,故障原因,船舶电气设备维护及检测::chunk_71
不工作,FaultPhenomenon,CAUSED_BY,各种电子元件故障,FaultCause,故障原因,船舶电气设备维护及检测::chunk_71
不灵敏,FaultPhenomenon,CAUSED_BY,放大器增益整定值不当,FaultCause,不灵敏由放大器增益整定值不当引起,船舶电气设备维护及检测::chunk_72
不灵敏,FaultPhenomenon,CAUSED_BY,相位不合,FaultCause,不灵敏由相位不合引起,船舶电气设备维护及检测::chunk_72
不灵敏,FaultPhenomenon,CAUSED_BY,系统内元件失灵,FaultCause,不灵敏由系统内元件失灵引起,船舶电气设备维护及检测::chunk_72
不准确,FaultPhenomenon,CAUSED_BY,自动舵执行机构运行不灵活,FaultCause,不准确由自动舵执行机构运行不灵活引起,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,控制箱,Component,系统包含控制箱,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,电动机,Component,系统包含电动机,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,接线盒,Component,系统包含接线盒,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,反馈装置,Component,系统包含反馈装置,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,电磁阀,Component,系统包含电磁阀,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,执行电动机,Component,系统包含执行电动机,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,自动操舵仪,Component,系统包含自动操舵仪,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,熔断器,Component,系统包含熔断器,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,指示灯,Component,系统包含指示灯,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,主回路,Component,系统包含主回路,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,控制线路,Component,系统包含控制线路,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,电动油泵机组,Component,系统包含电动机-油泵机组,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,机械执行机构,Component,系统包含机械执行机构,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,舵机装置,Component,系统包含舵机装置,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,手轮,Component,系统包含手轮,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_COMPONENT,手柄,Component,系统包含手柄,船舶电气设备维护及检测::chunk_72
舵机电气控制系统,System,HAS_PARAMETER,绝缘电阻,Parameter,系统需要检查绝缘电阻参数,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,操舵选择开关,Component,调试涉及操舵选择开关,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,油泵机组,Component,调试涉及油泵机组,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,舵机舱,Component,调试在舵机舱进行,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_PARAMETER,舵叶偏转方向,Parameter,调试需要检查舵叶偏转方向,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,机械传动装置,Component,调试涉及机械传动装置,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,舵角指示器,Component,调试涉及舵角指示器,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,限位开关,Component,调试涉及限位开关,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,舵叶,Component,调试涉及舵叶,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,HAS_COMPONENT,驾驶室,Component,调试在驾驶室进行,船舶电气设备维护及检测::chunk_72
应急操舵调试,DiagnosticMethod,RELATED_TO,满舵操作试验,DiagnosticMethod,调试包含满舵操作试验,船舶电气设备维护及检测::chunk_72
随动操舵调试,DiagnosticMethod,HAS_COMPONENT,转换开关,Component,调试涉及转换开关,船舶电气设备维护及检测::chunk_72
随动操舵调试,DiagnosticMethod,HAS_COMPONENT,随动操舵手轮,Component,调试涉及随动操舵手轮,船舶电气设备维护及检测::chunk_72
随动操舵调试,DiagnosticMethod,HAS_PARAMETER,舵角,Parameter,调试涉及舵角参数,船舶电气设备维护及检测::chunk_72
随动操舵调试,DiagnosticMethod,HAS_FAULT,振荡,FaultPhenomenon,调试需要检查振荡故障,船舶电气设备维护及检测::chunk_72
随动操舵调试,DiagnosticMethod,HAS_PARAMETER,舵角与舵角指示器的指示误差,Parameter,调试需要检查舵角指示器的指示误差,船舶电气设备维护及检测::chunk_72
随动操舵调试,DiagnosticMethod,HAS_PARAMETER,偏舵方向,Parameter,检查偏舵方向是否一致,船舶电气设备维护及检测::chunk_73
随动操舵调试,DiagnosticMethod,HAS_PARAMETER,舵角指示器指示舵角,Parameter,检查指示舵角与实际角度,船舶电气设备维护及检测::chunk_73
随动操舵调试,DiagnosticMethod,HAS_PARAMETER,实际舵叶偏转角度,Parameter,检查实际舵叶偏转角度,船舶电气设备维护及检测::chunk_73
随动操舵调试,DiagnosticMethod,HAS_FAULT,系统有无振荡,FaultPhenomenon,调试中需检查系统有无振荡,船舶电气设备维护及检测::chunk_73
自动操舵调试,DiagnosticMethod,HAS_COMPONENT,系泊预调,DiagnosticMethod,包括系泊预调,船舶电气设备维护及检测::chunk_73
自动操舵调试,DiagnosticMethod,HAS_COMPONENT,航行调试,DiagnosticMethod,包括航行调试,船舶电气设备维护及检测::chunk_73
系泊预调,DiagnosticMethod,HAS_PARAMETER,舵叶置零位,Parameter,使舵叶置零位,船舶电气设备维护及检测::chunk_73
系泊预调,DiagnosticMethod,HAS_COMPONENT,压舵旋钮,Component,操作压舵旋钮,船舶电气设备维护及检测::chunk_73
系泊预调,DiagnosticMethod,HAS_COMPONENT,灵敏度调节,Component,设置灵敏度调节,船舶电气设备维护及检测::chunk_73
系泊预调,DiagnosticMethod,HAS_COMPONENT,选择开关,Component,操作选择开关,船舶电气设备维护及检测::chunk_73
航行调试,DiagnosticMethod,HAS_COMPONENT,航向改变,DiagnosticMethod,进行航向改变试验,船舶电气设备维护及检测::chunk_73
航行调试,DiagnosticMethod,HAS_COMPONENT,航向稳定,DiagnosticMethod,进行航向稳定试验,船舶电气设备维护及检测::chunk_73
航行调试,DiagnosticMethod,HAS_COMPONENT,微分,DiagnosticMethod,进行微分试验,船舶电气设备维护及检测::chunk_73
航行调试,DiagnosticMethod,HAS_COMPONENT,压舵,DiagnosticMethod,进行压舵试验,船舶电气设备维护及检测::chunk_73
锅炉控制系统,System,HAS_COMPONENT,顺序控制器,Component,维护顺序控制器,船舶电气设备维护及检测::chunk_73
